Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Yaw,Pitch,Roll
2.3879999999999586,0.5859234523004256,6.183688678674331e-16,1.1202283779323352,0.0562955918621551,-9.255363980618535e-16,-0.10060866004097879,8.731419710407877e-18,-0.244222809234739,1.9112737279249768e-16
2.3899999999999584,0.58603604348415,6.165177950713094e-16,1.1200271606122532,0.056643768789572384,-9.291906082362698e-16,-0.10042155875593364,7.223588860776595e-18,-0.2443664144020893,2.0103348144381122e-16
2.391999999999958,0.5861493310217291,6.146594138548369e-16,1.1198263174947414,0.056989131589238,-9.330352558482818e-16,-0.10023267103183539,5.6860849487984365e-18,-0.24450995758208746,2.113908599052773e-16
2.393999999999958,0.5862633092849076,6.127933433431403e-16,1.1196258521526776,0.05733168070605184,-9.370790091668986e-16,-0.1000420133214651,4.099783796721095e-18,-0.2446534342741018,2.2231505299403527e-16
2.3959999999999577,0.5863779726463196,6.109191853248065e-16,1.1194257681260347,0.05767141668208725,-9.413327560307301e-16,-0.09984960203711235,2.4884635069245128e-18,-0.24479684000421367,2.338004507278013e-16
2.3979999999999575,0.5864933154796839,6.09036519812745e-16,1.1192260689219604,0.058008340156066714,-9.458072707760372e-16,-0.09965545355029773,8.425469008203433e-19,-0.2449401703252109,2.4573836601031933e-16
2.3999999999999573,0.586609332159996,6.07144905271193e-16,1.1190267580148598,0.058342451862836445,-9.50511252318157e-16,-0.09945958419149784,-8.475470827293809e-19,-0.24508342081658088,2.581312659322202e-16
2.401999999999957,0.5867260170637216,6.052438827665566e-16,1.1188278388464767,0.05867375263284008,-9.554534513449894e-16,-0.0992620102498728,-2.5818634226486004e-18,-0.245226587084504,2.709789368422311e-16
2.403999999999957,0.5868433645689873,6.033329758638666e-16,1.118629314825977,0.05900224339159139,-9.606426157266757e-16,-0.09906274797299632,-4.3604443925025625e-18,-0.24536966476184635,2.8439243536235495e-16
2.4059999999999566,0.5869613690557706,6.014116906324133e-16,1.118431189330031,0.05932792515914597,-9.660896210925836e-16,-0.09886181356658817,-5.882910117873029e-18,-0.2455126495081525,2.981877756317451e-16
2.4079999999999564,0.5870800249060889,5.994795113902281e-16,1.1182334657028978,0.0596507990495721,-9.718017245120868e-16,-0.09865922319424936,-7.68336397354155e-18,-0.24565553700963796,3.118286579979457e-16
2.409999999999956,0.587199326504188,5.97535907941204e-16,1.1180361472565092,0.05997086627042061,-9.777760865330614e-16,-0.09845499297719955,-9.480439101642052e-18,-0.24579832297918097,3.254687109211537e-16
2.411999999999956,0.5873192682367289,5.955803557681379e-16,1.1178392372705548,0.06028812812219386,-9.840127171913884e-16,-0.09824913899401723,-1.1269361860247714e-17,-0.24594100315631454,3.391067700532915e-16
2.4139999999999557,0.5874398444929733,5.936123303337551e-16,1.1176427389925667,0.0606025859978139,-9.905116021479636e-16,-0.09804167728038228,-1.3059666636417937e-17,-0.24608357330721758,3.527451523013725e-16
2.4159999999999555,0.5875610496649689,5.916313071294592e-16,1.117446655638006,0.06091424138208969,-9.972727738835796e-16,-0.09783262382882103,-1.4846587799492804e-17,-0.2462260292247061,3.6649371889628004e-16
2.4179999999999553,0.5876828781477331,5.89636761581692e-16,1.1172509903903485,0.06122309585118351,-1.004298367444747e-15,-0.09762199458845391,-1.663010981508041e-17,-0.24636836672822346,3.8013041901164726e-16
2.419999999999955,0.5878053243394354,5.876281648468025e-16,1.1170557464011717,0.06152915107207661,-1.0115862635924266e-15,-0.09740980546474556,-1.8415008873559426e-17,-0.2465105816638307,3.938784599801167e-16
2.421999999999955,0.5879283826415796,5.856049923196177e-16,1.116860926790242,0.06183240880203398,-1.0191386201758796e-15,-0.09719607231925743,-2.0210810267124168e-17,-0.246652669904196,4.0751812243248436e-16
2.4239999999999546,0.5880520474591837,5.835667150792659e-16,1.1166665346456035,0.06213287088806836,-1.0269533876207626e-15,-0.09698081096940293,-2.2012742653915784e-17,-0.24679462734858382,4.211592688294051e-16
2.4259999999999544,0.5881763132009599,5.815128083040243e-16,1.1164725730236646,0.06243053926640357,-1.0350306190918088e-15,-0.09676403718820506,-2.3806489872704815e-17,-0.24693644992284347,4.34798403614083e-16
2.427999999999954,0.5883011742794927,5.794427470658407e-16,1.1162790449492883,0.06272541596193702,-1.0433702959218904e-15,-0.09654576670405655,-2.5601587662589742e-17,-0.24707813357939706,4.484378532514321e-16
2.429999999999954,0.5884266251114165,5.77356006473997e-16,1.1160859534158802,0.06301750308770156,-1.0519724463059032e-15,-0.09632601520048258,-2.7102219442168767e-17,-0.24721967429722722,4.62005126331629e-16
2.4319999999999538,0.5885526601175919,5.752520615813851e-16,1.1158933013854793,0.06330680284432665,-1.060835622824304e-15,-0.09610479831590582,-2.858505961065357e-17,-0.24736106808186348,4.753458627047222e-16
