Time,PosX_1,PosY_1,PosZ_1,VelX_1,VelY_1,VelZ_1,Yaw_1,Pitch_1,Roll_1,PosX_2,PosY_2,PosZ_2,VelX_2,VelY_2,VelZ_2,Yaw_2,Pitch_2,Roll_2
0.02800000000000001,0.001500057707187874,-7.40220260370249e-08,0.0014781338771897926,0.10705614367904398,-1.0098353126868967e-05,0.1052493796384499,-1.1373624717568442e-05,-3.853515555739888e-05,5.440776039199612e-05,2.0020885925045473,1.9999763458178648,0.003766319445545733,2.0020885925045473,1.9999763458178648,0.003766319445545733,-0.0021835898242643275,-0.023296551784791918,0.023423025528641374
0.030000000000000013,0.0017141699945459618,-9.421873229076284e-08,0.0016886326364666923,0.11416882729382688,-1.1623706235004441e-05,0.11217836852613211,-1.2884456127058906e-05,-4.971328704982956e-05,5.813208319754524e-05,2.0023823327028527,1.9999685058617576,0.004304418209486541,2.0023823327028527,1.9999685058617576,0.004304418209486541,-0.0025141381644205973,-0.026557979262564254,0.026701717058708347
0.032000000000000015,0.0019425076491336156,-1.1746614476077171e-07,0.0019129893735189566,0.12127696011075054,-1.3257699668150606e-05,0.11909155751526221,-1.430138668277932e-05,-6.283976570716883e-05,6.140318089620295e-05,2.002694341194681,1.9999588763366858,0.00487840824005986,2.002694341194681,1.9999588763366858,0.00487840824005986,-0.002871972825511725,-0.030018257571516757,0.030182160002530982
0.034000000000000016,0.0021850615693551167,-1.4398154409707293e-07,0.002151172488549481,0.12838029363432513,-1.498746746287108e-05,0.1259882242602609,-1.565265382635584e-05,-7.794299115348999e-05,6.463051725002405e-05,2.0030243593644705,1.999947208368782,0.005488290701134036,2.0030243593644705,1.999947208368782,0.005488290701134036,-0.0032588545446242964,-0.0336732159361318,0.03386045873685399
0.03600000000000002,0.002441822156623767,-1.739564790228151e-07,0.002403148937070003,0.13547858563460496,-1.6811211844561786e-05,0.13286767231266874,-1.737237020985082e-05,-9.575535500028807e-05,6.652934365898857e-05,2.0033721129722126,1.9999332382112294,0.0061340654454838245,2.0033721129722126,1.9999332382112294,0.0061340654454838245,-0.003675761018664593,-0.03752045432135139,0.037734656217305304
0.03800000000000002,0.002712779327892977,-2.0757890271193865e-07,0.0026688842816953405,0.14257158132920558,-1.8696189813380066e-05,0.13972923542810112,-1.8442083058158852e-05,-0.00011635831963677794,7.029556411088019e-05,2.003737312487446,1.999916687608511,0.0068157306805890095,2.003737312487446,1.999916687608511,0.0068157306805890095,-0.004123000155813506,-0.04155651473339001,0.041800032303409916
0.04000000000000002,0.0029979224905513882,-2.4497128233869877e-07,0.002948342752551543,0.14965903050222373,-2.068707326382953e-05,0.14657227229908062,-1.9177111792324393e-05,-0.00014044019180173457,7.372753244290011e-05,2.0041196532948726,1.9998972640369794,0.0075332826567503855,2.0041196532948726,1.9998972640369794,0.0075332826567503855,-0.004602095338698878,-0.04577677423239384,0.04605173623457914
0.04200000000000002,0.0032972405515558356,-2.8634542886635785e-07,0.003241487297149704,0.15674067131203653,-2.2772448685349327e-05,0.1533961702602937,-1.979816543577351e-05,-0.0001693123208740369,7.74629038408486e-05,2.0045188159842,1.999874661168579,0.008286715332996408,2.0045188159842,1.999874661168579,0.008286715332996408,-0.0051146813930827055,-0.0501778443004656,0.05048733610167984
0.044000000000000025,0.003610721894179909,-3.318903262370565e-07,0.0035482796376702917,0.16381621368703625,-2.4959332230586838e-05,0.16020034891642707,-2.0181720868177222e-05,-0.00020186999203740212,8.068532999187884e-05,2.004934466725246,1.9998485593290565,0.00907602001040577,2.004934466725246,1.9998485593290565,0.00907602001040577,-0.0056617954750852175,-0.05475560138137009,0.055101847461281196
0.04600000000000003,0.003938354321553981,-3.818089906982302e-07,0.003868680335503146,0.1708854031113109,-2.7232292328964874e-05,0.16698424255833402,-2.0766867538686814e-05,-0.0002394018274415781,8.31503695355351e-05,2.0053662575531193,1.9998186257814046,0.009901184978554172,2.0053662575531193,1.9998186257814046,0.009901184978554172,-0.0062449279021661586,-0.05950504453312469,0.05989137705756916
0.04800000000000003,0.004280125127776603,-4.3627357535615996e-07,0.004202648820619814,0.17794795723732243,-2.9572581153785123e-05,0.1737473164766775,-2.1835966312462183e-05,-0.00028285860112206855,8.592882513991319e-05,2.005813826713932,1.9997845152149822,0.01076219515349272,2.005813826713932,1.9997845152149822,0.01076219515349272,-0.006865086906549959,-0.06442194526408006,0.06485138997652175
0.05000000000000003,0.004636021042251247,-4.954187376637302e-07,0.004550143453573169,0.18500357473039916,-3.1991709784836075e-05,0.1804890638614776,-2.3189555099106127e-05,-0.00033161687165576874,9.101078478805646e-05,2.006276799077274,1.9997458701520876,0.01165903169454918,2.006276799077274,1.9997458701520876,0.01165903169454918,-0.007523969166472638,-0.06950243873905167,0.06997820542930003
0.05200000000000003,0.005006028191712046,-5.594021572334023e-07,0.004911121581296124,0.1920519766883441,-3.455216396639525e-05,0.18720899414426437,-2.476744182146238e-05,-0.0003856950873447706,9.594270842783733e-05,2.0067547864951893,1.999702321416308,0.012591671630645604,2.0067547864951893,1.999702321416308,0.012591671630645604,-0.008222868146749841,-0.07474120656236444,0.07526540596294808
0.054000000000000034,0.005390132145088734,-6.285064851661929e-07,0.005285539569584653,0.19909288959117707,-3.7251274585903446e-05,0.1939066370983512,-2.6700764106509238e-05,-0.00044690006774594847,0.00010191696334627694,2.0072473881357675,1.9996534885329016,0.013560087497044375,2.0072473881357675,1.9996534885329016,0.013560087497044375,-0.008962183249402327,-0.0801336900089141,0.08070875400909323
0.056000000000000036,0.005788317924271088,-7.030090343379997e-07,0.005673352843781355,0.20612599810831442,-4.011864152226059e-05,0.20058155473633152,-2.9010391861866454e-05,-0.0005150630657837989,0.00010875389953675591,2.0077541909308487,1.9995989803428145,0.014564246963203159,2.0077541909308487,1.9995989803428145,0.014564246963203159,-0.00974433465037672,-0.0856751079773024,0.08630497907964937
0.05800000000000004,0.006200569920487717,-7.832463173825209e-07,0.006074515953254018,0.21315099704819557,-4.31792032903169e-05,0.20723332688189447,-3.0975511344593005e-05,-0.0005904893252321734,0.0001166884455429054,2.008274769974218,1.9995383954742252,0.01560411246007968,2.008274769974218,1.9995383954742252,0.01560411246007968,-0.010570143307632986,-0.09135951520638923,0.09204881452088422
0.06000000000000004,0.0066268719145841076,-8.696047239631547e-07,0.0064889826070178075,0.22016757877453436,-4.645892632905011e-05,0.21386155395905707,-3.3175037261412475e-05,-0.0006734206327742434,0.00012348625587155343,2.0088086889303933,1.9994713227191265,0.016679640813706393,2.0088086889303933,1.9994713227191265,0.016679640813706393,-0.011440606687001054,-0.09718244219646295,0.09793445756102227
0.06200000000000004,0.007067207072133176,-9.625225766212549e-07,0.006916705714935922,0.22717543479869684,-4.9929169623892456e-05,0.2204658561198934,-3.55523319604822e-05,-0.0007653133046815723,0.0001298230137427103,2.0093555005426507,1.9993973415843167,0.01779078287560249,2.0093555005426507,1.9993973415843167,0.01779078287560249,-0.012357329562195424,-0.1031380602281093,0.1039555820070896
0.06400000000000004,0.007521557941730569,-1.0623809158690398e-06,0.007357637427175708,0.23417422383102482,-5.357866275787043e-05,0.227045881109647,-3.8136599040215173e-05,-0.0008658836753886739,0.00013494387641185297,2.0099147470344008,1.9993160228838716,0.018937483191144727,2.0099147470344008,1.9993160228838716,0.018937483191144727,-0.013320862436018243,-0.10922206219104653,0.11011101525857417
0.06600000000000004,0.007989906389392619,-1.1695382413847807e-06,0.007811729189395002,0.241163617378099,-5.737660784306532e-05,0.23360129166093488,-4.050408477950431e-05,-0.0009761739546753833,0.00013991102034790692,2.010485960609868,1.9992269293660043,0.020119679656133323,2.010485960609868,1.9992269293660043,0.020119679656133323,-0.014331934879151607,-0.11542803822107554,0.11639406743823942
0.06800000000000005,0.008472233624148817,-1.2842914570709114e-06,0.008278931772716871,0.24814326489360503,-6.131709778471164e-05,0.24013177413686126,-4.2955106770267965e-05,-0.0010953645025403892,0.00014692035056951098,2.01106866385427,1.9991296159799001,0.02133730317986349,2.01106866385427,1.9991296159799001,0.02133730317986349,-0.015391545625283111,-0.12175034258442044,0.12279968509305614
0.07000000000000005,0.008968520153936028,-1.4069256526403348e-06,0.008759195320990594,0.255112842460814,-6.54536838883652e-05,0.2466370252324044,-4.5373592994383924e-05,-0.0012253664690930499,0.0001544424535320614,2.0116623702936987,1.999023630545433,0.022590277370293427,2.0116623702936987,1.999023630545433,0.022590277370293427,-0.016500891434107264,-0.1281838083063085,0.1293223795242831
0.07200000000000005,0.009478745838857655,-1.537833020417065e-06,0.009252469371455404,0.2620719812887982,-6.979903370427987e-05,0.25311677039843977,-4.748939921966988e-05,-0.0013656463240912886,0.00016273898926816852,2.0122665848986863,1.998908514303282,0.02387851823044377,2.0122665848986863,1.998908514303282,0.02387851823044377,-0.017660984177479248,-0.1347234250285125,0.1359573910380668
0.07400000000000005,0.010002889801435252,-1.6774310878256249e-06,0.009758702912252283,0.26902033156062044,-7.437071103997222e-05,0.2595707463840238,-4.881526545893635e-05,-0.0015166064710483461,0.00017087017852759423,2.0128808045531486,1.998783802497725,0.02520193387900901,2.0128808045531486,1.998783802497725,0.02520193387900901,-0.01887256257059787,-0.141363543318095,0.14270006001733632
0.07600000000000005,0.010540930464556493,-1.8261725099055694e-06,0.010277844405020331,0.27595753789601285,-7.915836954593693e-05,0.26599870730891156,-5.0628166487340905e-05,-0.001678628012929482,0.000178374629746406,2.013504518516511,1.998649024910472,0.026560424285950752,2.013504518516511,1.998649024910472,0.026560424285950752,-0.02013603313173508,-0.1480979371042145,0.14954534526212246
0.07800000000000006,0.011092845540348518,-1.9844892489974433e-06,0.010809841819638155,0.28288323984557956,-8.414853902635946e-05,0.2724004241010289,-5.2882216133588335e-05,-0.0018525018075108237,0.00018511674192050263,2.0141372089391614,1.9985037063902487,0.027953881021459022,2.0141372089391614,1.9985037063902487,0.027953881021459022,-0.0214519794480147,-0.15492122203300795,0.1564875546206627
0.08000000000000006,0.011658612020039677,-2.152786327050162e-06,0.011354642667840212,0.28979706117065374,-8.932393641904492e-05,0.2787756868388886,-5.459813558176452e-05,-0.0020381472436492437,0.00019053443634572373,2.014778351426229,1.9983473674129628,0.029382187019449422,2.014778351426229,1.9983473674129628,0.029382187019449422,-0.022820737796814462,-0.161827164307099,0.16351993155300681
0.08200000000000006,0.012238206142380985,-2.331434199888252e-06,0.01191219404151799,0.2966986324826147,-9.464597375833598e-05,0.28512429835441855,-5.632564206856727e-05,-0.002236579924331151,0.00019513723513266522,2.0154274155398335,1.9981795246867864,0.03084521638234628,2.0154274155398335,1.9981795246867864,0.03084521638234628,-0.024243563182601825,-0.16881020422151763,0.17063921748423552
